contented,"['satisfied', 'pleased', 'glad', 'content', 'comfortable']","['upset', 'sad', 'unhappy', 'disturbed']"
remarking,"['saying', 'word', 'explanation', 'attention', 'note', 'thought', 'statement', 'opinion', 'talk', 'conclusion', 'point', 'mind', 'interpretation', 'recognition', 'notice', 'regard', 'mention', 'consideration', 'reflection', 'expression']","['silence', 'question', 'failure']"
slighter,"['modest', 'minor', 'off', 'fat', 'outside', 'remote', 'weak']","['large', 'useful', 'likely', 'important', 'major', 'significant', 'big', 'great', 'tall', 'thick']"
borrowed,['rented'],['owned']
owned,"['kept', 'held', 'inherited', 'retained', 'bought', 'purchased', 'had', 'enjoyed']",['lost']
bought,['acquired'],['sold']
live,"['alive', 'living', 'breathing', 'aware', 'conscious', 'vital']",['dead']
controversial,"['suspect', 'uncertain', 'disputed', 'contended']","['peaceful', 'certain', 'sure']"
wandering,"['traveling', 'drifting']",['settled']
traveling,"['carried', 'mobile', 'shipped', 'moving', 'passing', 'conveyed']","['permanent', 'fixed']"
loving,"['generous', 'loyal', 'devoted', 'friendly', 'warm', 'dear', 'romantic', 'respecting', 'concerned', 'tender', 'liking', 'anxious', 'kind', 'caring', 'admiring', 'attached']","['cold', 'cool', 'mean', 'hating']"
decked,"['decorate', 'trim', 'appoint', 'array', 'dress', 'grace']",[]
peeled,"['shell', 'cover', 'peeling']",['insides']
through,"['over', 'complete', 'completed', 'ended', 'finished', 'concluded']",['stopping']
shortest,"['precise', 'brief', 'pointed', 'little', 'summary', 'bare', 'short-term', 'diminished', 'decreased']","['enduring', 'large', 'adequate', 'enough', 'sufficient', 'kind', 'long', 'high', 'tall', 'thick']"
succeeding,"['consecutive', 'next', 'subsequent']",['previous']
theoretical,"['abstract', 'intellectual', 'vague', 'academic', 'philosophical', 'logical', 'assumed', 'general', 'ideal', 'pure', 'instanced']","['objective', 'real', 'concrete', 'material', 'physical', 'simple', 'certain', 'proven']"
woven,['netted'],[]
profited,"['product', 'saving', 'revenue', 'yield', 'value', 'return', 'benefit', 'production', 'percentage', 'earnings', 'interest', 'income', 'output', 'harvest', 'proceeds', 'acquisition', 'gross', 'use', 'advantage', 'net', 'killing']","['resource', 'lack', 'debt', 'payment', 'loss', 'need', 'want', 'bills']"
net,"['exclusive', 'clear', 'remaining', 'final', 'pure', 'excluding']",[]
won,"['gained', 'triumphed']","['beaten', 'defeated', 'lost']"
triumphed,"['joy', 'pride', 'celebration']","['disaster', 'loss', 'failure']"
homer,"['central', 'family', 'familiar', 'household', 'local', 'national', 'native', 'internal']","['outside', 'foreign', 'business', 'commercial']"
commercial,"['financial', 'economic', 'exchange', 'trade', 'trading', 'market', 'retail', 'fiscal', 'popular', 'sales', 'retailing', 'supplying']",[]
industrial,"['technical', 'modern', 'mechanical', 'business', 'manufacturing']",['domestic']
technical,"['industrial', 'scientific', 'mechanical', 'professional', 'specialized', 'special', 'restricted']",[]
mechanical,"['automatic', 'cold', 'fixed', 'routine', 'stereotyped', 'useful', 'programmed']","['manual', 'conscious', 'feeling']"
automatic,"['mechanical', 'electronic', 'electric']",['manual']
electric,"['magnetic', 'dynamic', 'stirring', 'charged', 'exciting', 'stimulating']",['boring']
manual,"['human', 'standard', 'physical']",['automatic']
human,"['personal', 'animal', 'individual', 'vulnerable']",[]
behaved,"['react', 'perform', 'operate', 'act', 'work', 'run', 'take']",['stop']
alone,"['only', 'abandoned', 'deserted', 'individual', 'isolated', 'lonely', 'single', 'sole', 'onliest']",['together']
onliest,"['alone', 'apart', 'exclusive', 'individual', 'isolated', 'one', 'particular', 'single', 'sole', 'unique', 'onliest']",[]
closest,"['warm', 'neighboring', 'approaching', 'immediate', 'nearly', 'next', 'nearest']","['far', 'distant', 'remote', 'away', 'beyond', 'loose', 'open', 'cool', 'dry', 'generous', 'giving']"
nearest,"['neighboring', 'immediate', 'nearby', 'burning', 'touching', 'ready', 'close', 'bordering', 'alongside', 'around', 'available', 'beside', 'practically']","['far', 'gone', 'away', 'distant', 'separate', 'cool', 'remote', 'past']"
resembling,[],[]
grasping,['mean'],['generous']
reluctant,"['slow', 'uncertain', 'shy', 'afraid', 'calculating', 'discouraged', 'hesitating', 'opposed']","['confident', 'willing', 'eager', 'ready', 'certain', 'sure', 'bold', 'anxious']"
delaying,[],['advancing']
still,"['closed', 'smooth', 'sealed', 'stable', 'fixed', 'peaceful', 'silent']","['variable', 'broken', 'moving', 'stirred']"
speaking,"['oral', 'vocal', 'verbal']",['written']
average,"['ordinary', 'regular', 'moderate', 'medium', 'general', 'mainstream', 'fair', 'familiar', 'plastic', 'common', 'standard', 'everyday', 'usual']","['extraordinary', 'unusual', 'extreme', 'rare', 'outstanding']"
mainstream,"['dominant', 'normal', 'average', 'primary', 'general', 'current', 'regular', 'common', 'standard', 'accepted', 'conventional', 'established', 'popular', 'typical', 'widespread']","['unusual', 'extraordinary', 'secondary', 'rare']"
daily,"['regularly', 'often', 'constantly', 'regular', 'routine', 'everyday', 'ordinary', 'common']","['variable', 'unusual', 'extraordinary', 'different', 'rare']"
surrounded,"['ringed', 'fenced']",['free']
fenced,"['bar', 'wall', 'rail', 'railing', 'net', 'block', 'stop', 'guard', 'defense', 'boards', 'posts', 'paling', 'stakes', 'chains']",['opening']
boards,"['panel', 'strip', 'timber']","['individual', 'one']"
upstairs,"['upper', 'above']",[]
posts,"['pole', 'panel', 'leg', 'column', 'stake', 'rail', 'standard', 'pile', 'pale', 'stock']",[]
stakes,"['rod', 'stick', 'post', 'pale', 'paling']",['whole']
chance,"['casual', 'happy', 'lucky', 'odd']","['planned', 'understood', 'designed']"
colored,"['shaded', 'washed']","['white', 'honest', 'real', 'genuine']"
washed,['cleaned'],"['dirty', 'soiled']"
minded,"['determined', 'decided', 'willing', 'planning', 'liking', 'convinced', 'resolved', 'intending', 'contemplating', 'purposing']",[]
purposing,"['function', 'desire', 'direction', 'goal', 'determination', 'wish', 'view', 'idea', 'project', 'reason', 'intent', 'principle', 'ambition', 'objective', 'scope', 'scheme', 'target', 'plan', 'prospect', 'resolve', 'end', 'point', 'calculation', 'object', 'drift', 'expectation', 'mission', 'will', 'design', 'destination', 'dream', 'proposal', 'hope']","['hate', 'beginning', 'start']"
voluntary,"['chosen', 'independent', 'free', 'volunteer', 'elected', 'freely', 'intended', 'opted', 'willed', 'wished']",['forced']
freely,"['openly', 'deliberately', 'frankly']","['bound', 'limited']"
willed,"['desire', 'discipline', 'resolve', 'power', 'wish', 'decision', 'mind', 'intention', 'attitude', 'determination', 'passion', 'feeling', 'resolution', 'character', 'design', 'liking', 'urge', 'option', 'purpose', 'longing', 'conviction', 'aim', 'pleasure', 'preference', 'pining', 'wishes']","['hate', 'weakness', 'question']"
defensive,"['opposing', 'conservative', 'arresting', 'preventive', 'checking', 'defending', 'frustrating', 'guarding', 'interrupting', 'protecting']",[]
protective,"['warm', 'defensive', 'careful', 'conservative', 'covering', 'emergency', 'protecting', 'sheltering']","['threatening', 'attacking']"
sheltering,"['shed', 'house', 'apartment', 'safety', 'home', 'refuge', 'tent', 'guard', 'defense', 'port', 'retirement', 'hide', 'housing', 'cave', 'pen', 'pad', 'preserve', 'screen', 'shadow', 'security', 'retreat', 'cover', 'roof', 'shade', 'tower', 'rack', 'digs']",['light']
disputing,"['row', 'discussion', 'controversy', 'debate', 'conflict', 'beef', 'words']","['quiet', 'calm', 'agreement', 'peace', 'harmony']"
rioting,"['protest', 'storm', 'trouble', 'burst', 'scene', 'row', 'stir', 'confusion', 'shower']","['calm', 'order', 'peace', 'agreement', 'harmony', 'organization']"
innovative,"['new', 'original', 'contemporary']","['old-fashioned', 'worn', 'traditional', 'old']"
ongoing,"['current', 'growing', 'continuing', 'successful', 'heading', 'marching', 'unfolding', 'advancing', 'developing', 'evolving', 'progressing']",['stopping']
jumping,"['dynamic', 'beating', 'shaking', 'active', 'springing', 'bouncing', 'leaping', 'skipping']",[]
exported,"['ship', 'dump', 'transport', 'convey']","['hold', 'keep', 'retain', 'buy', 'import']"
colorful,"['bright', 'rich', 'gay', 'intense', 'loud']","['pale', 'faded', 'boring', 'plain', 'simple', 'weak']"
mated,"['companion', 'bride', 'spouse', 'colleague', 'twin', 'intimate', 'assistant', 'friend', 'associate', 'familiar', 'peer', 'double', 'counterpart', 'match', 'coordinate']","['enemy', 'opponent', 'stranger']"
coordinate,"['correspondent', 'like', 'equal', 'same', 'counterpart', 'alike']","['unlike', 'variable', 'different']"
fallen,"['shaken', 'loose', 'shamed', 'collapsed']",['honored']
blind,['dark'],"['seeing', 'sighted', 'aware', 'understanding', 'uncovered', 'cunning', 'quick', 'sharp', 'controlled', 'open', 'revealed']"
observed,"['realized', 'recognized', 'noticed', 'marked', 'discovered', 'heard', 'examined', 'watched', 'perceived', 'noted', 'found', 'attended', 'checked', 'detected', 'seen', 'viewed', 'regarded', 'surveyed', 'revealed', 'contemplated']","['forgotten', 'abandoned']"
patrolled,"['spy', 'watching', 'watch', 'protection', 'defending', 'protecting', 'rounds']",['ignore']
rounds,"['rounded', 'curved', 'bowed', 'looped', 'bent', 'ringed']","['lacking', 'tiny', 'straight', 'small', 'low', 'soft', 'weak']"
iron,"['steel', 'firm', 'heavy', 'thick', 'cruel', 'dense', 'strong']","['flexible', 'loose', 'soft', 'yielding', 'moving', 'slight', 'weak']"
reviewed,"['investigated', 'abstracted', 'considered', 'outlined', 'studied', 'examined', 'criticized', 'surveyed', 'analyzed', 'judged']",[]
bombed,"['loaded', 'faced']",['straight']
bursting,"['breaking', 'exploding']","['peaceful', 'stable', 'calm']"
lighted,"['sunny', 'bright', 'rich', 'clear', 'shining', 'brilliant', 'flashing']","['unhappy', 'dark', 'black', 'heavy', 'difficult', 'grave', 'serious']"
drugged,"['loaded', 'ripped']",['clean']
stricken,"['harmed', 'injured', 'wounded']",[]
scratched,"['score', 'hurt']",[]
mounted,"['seated', 'riding']",[]
channeled,"['medium', 'means', 'tunnel', 'route', 'carrier', 'course', 'pass', 'chase', 'tube', 'passage', 'way', 'main', 'approach', 'sound', 'dig', 'pipe', 'chamber']",['denial']
seeming,"['surface', 'appearing']","['real', 'true']"
slightest,"['modest', 'minor', 'off', 'fat', 'outside', 'remote', 'weak']","['large', 'useful', 'likely', 'important', 'major', 'significant', 'big', 'great', 'tall', 'thick']"
merest,"['simple', 'sheer', 'bare', 'minor', 'pure', 'poor', 'entire', 'little', 'plain', 'common', 'small', 'complete', 'very']","['uncertain', 'enormous', 'huge', 'large', 'extraordinary', 'excellent', 'decorated', 'superior', 'great', 'big', 'important']"
tiniest,"['slight', 'little', 'minimum', 'minute', 'pocket']","['large', 'huge', 'giant', 'enormous', 'vast', 'important', 'significant', 'big', 'great']"
meanest,"['close', 'tight']","['kind', 'generous', 'nice', 'extreme']"
minutest,"['precise', 'tiny', 'minimal', 'little', 'fine', 'exact', 'invisible']","['huge', 'large', 'giant', 'significant', 'substantial', 'big', 'considerable', 'important', 'rough']"
spent,"['wasted', 'finished', 'used', 'lost', 'shot', 'weakened', 'drained', 'blown', 'exhausted', 'consumed']","['existing', 'living', 'restored', 'stored', 'alive', 'active', 'strong', 'fresh', 'saved', 'straight', 'retained']"
flagging,"['fading', 'tired', 'tiring', 'fatigued', 'weak', 'weakening']",[]
perfected,"['full', 'developed', 'elaborate', 'accomplished', 'finished']",[]
shown,"['exposed', 'presented', 'displayed', 'exhibited', 'demonstrated']","['covered', 'withdrawn']"
braved,"['daring', 'confident', 'strong', 'firm', 'game', 'forward']","['careful', 'retiring', 'afraid', 'shy', 'mild', 'weak']"
paid,[],[]
eligible,"['likely', 'qualified', 'acceptable', 'suitable', 'appropriate', 'becoming', 'fitted', 'licensed', 'proper', 'suited', 'trained']",[]
clouded,"['concerned', 'troubled', 'uncertain', 'unknown', 'vague']",[]
earliest,['original'],['latest']
trailing,['hunting'],"['leading', 'ahead', 'guiding']"
boiling,"['baking', 'warm', 'burning', 'hot', 'tropical']","['freezing', 'cold', 'cool', 'happy']"
baking,"['boiling', 'burning', 'hot']",['freezing']
artistic,"['creative', 'dramatic', 'aesthetic', 'musical', 'elegant', 'fine', 'grand', 'ideal', 'pleasing', 'sensitive', 'stimulating']","['horrible', 'scientific', 'ugly']"
aesthetic,"['artistic', 'creative']",['ugly']
musical,"['vocal', 'sweet', 'pleasing', 'blending']",[]
forbidding,"['threatening', 'tough', 'hostile', 'offensive', 'ugly']","['kind', 'friendly', 'nice', 'gentle']"
diplomatic,"['strategic', 'calculating', 'capable', 'cunning', 'delicate', 'sensitive', 'sharp', 'smooth', 'subtle']",[]
strategic,"['important', 'critical', 'vital', 'key', 'necessary']",['loose']
jarring,"['harsh', 'loud']","['firm', 'smooth', 'steady']"
clinical,"['scientific', 'cold', 'objective']",['feeling']
threatened,"['vulnerable', 'exposed', 'warned']","['guarded', 'protected', 'safe']"
homeless,"['refugee', 'wandering', 'abandoned']",['settled']
abroad,"['elsewhere', 'away', 'traveling', 'touring']",[]
journeying,"['campaign', 'expedition', 'course', 'migration', 'trip', 'travel', 'visit', 'passage', 'quest', 'adventure', 'progress', 'hike', 'drive', 'tour', 'exploration', 'crossing', 'wandering', 'route', 'patrol', 'transit', 'traveling', 'march', 'run', 'venture', 'beat', 'constitutional', 'range', 'survey', 'circuit', 'round', 'airing']",[]
grateful,['pleased'],['mean']
contenting,"['willing', 'contented', 'satisfied', 'comfortable']","['upset', 'wanting', 'unhappy', 'depressed', 'disturbed']"
wooden,"['board', 'frame', 'log', 'plant', 'timber']","['bending', 'flexible']"
tending,"['given', 'leaning', 'likely']",['avoiding']
feared,[],[]
realistic,"['real', 'rational', 'practical', 'reasonable', 'hard', 'sound']",['excited']
continent,['modest'],[]
thinking,"['rational', 'bright', 'reasonable']","['stupid', 'dumb']"
multiple,"['numerous', 'different', 'various', 'collective', 'diverse', 'many', 'mixed', 'several', 'varied']","['similar', 'same', 'uniform', 'single', 'separate']"
piping,"['sharp', 'loud']","['stupid', 'slow', 'low', 'soft']"
stuck,['fast'],['aware']
leagued,"['conference', 'group', 'society', 'club', 'company', 'union', 'organization', 'alliance', 'partnership', 'gang', 'ring', 'unit', 'bunch', 'crew', 'combine', 'circle', 'combination', 'outfit', 'band', 'pool', 'coalition', 'circuit', 'order', 'loop']",['separation']
class,"['fine', 'sharp']","['old-fashioned', 'boring', 'calm', 'plain']"
swinging,['waving'],"['old-fashioned', 'old']"
hip,"['modern', 'contemporary', 'sophisticated', 'new', 'smart', 'current', 'now', 'latest', 'popular']","['old-fashioned', 'worn', 'old', 'slow']"
edged,"['end', 'boundary', 'point', 'tip', 'mouth', 'side', 'shore', 'rim', 'lip', 'peak', 'threshold', 'corner', 'line', 'margin', 'frame', 'bound', 'bend', 'limb', 'ring', 'skirt', 'frontier', 'split', 'term', 'butt', 'hook', 'turn', 'limit', 'trimming']","['inside', 'interior', 'middle', 'surface', 'center', 'bottom', 'block']"
side,"['secondary', 'lesser', 'skirting']","['chief', 'important', 'vital', 'direct', 'necessary', 'superior', 'major', 'serious']"
charted,"['table', 'plot', 'outline', 'scheme']",['disorder']
breathed,"['sigh', 'pant', 'fan', 'scent']","['hide', 'secret']"
damaging,"['bad', 'evil']","['assisting', 'helpful', 'favorable']"
hinted,"['impression', 'reference', 'taste', 'whisper', 'sign', 'idea', 'evidence', 'warning', 'scent', 'information', 'tip', 'suspicion', 'reminder', 'trace', 'advice', 'clue', 'mention', 'announcement', 'symptom', 'implication', 'notion', 'communication', 'help', 'lead', 'print', 'notice', 'observation']","['information', 'lot']"
quieted,"['soft', 'silent', 'peaceful', 'reserved', 'low', 'close', 'still', 'dumb', 'quieted', 'stilled']","['complicated', 'loud', 'troubled', 'complex']"
stilled,"['closed', 'smooth', 'sealed', 'stable', 'fixed', 'peaceful', 'silent']","['variable', 'broken', 'moving', 'stirred']"
historic,"['extraordinary', 'famous', 'important', 'significant', 'celebrated', 'outstanding', 'well-known']",['unknown']
virtual,"['basic', 'essential', 'fundamental', 'implied', 'potential', 'practical']","['real', 'actual']"
